Season_number,Week,home_team,away_team,result,home_lineup,away_lineup
2003,36,Norwich City,Queens Park Rangers,L,AndrewCrofts-DanielSturridge-PauloFerreira-RussellMartin-VedranCorluka-GarethMcAuley-ChrisEagles-DannyGrahamOwn-CarlJenkinson-DavidStockdale-NikoKranjcar,KieranGibbs-JonásGutiérrez-Ramires-JohnO'Shea-DJCampbell-HugoRodallega-StephenHunt-AndréSantos-MatthewKilgallon-JoleonLescott-StefanSavic
2003,36,Liverpool,Arsenal,L,PaulRobinson-DannyGabbidon-BenFoster-WojciechSzczesny-EdinDzeko-BobbyZamoraPen.Scored-DavidFox-JonasOlsson-RossBarkley-RicardoGardner-MarioBalotelliPen.Scored,MatthewEtherington-KeirenWestwood-JuanMata-SteveMorison-ChrisSmalling-RonnieStam-ScottDann-PeterOdemwingie-StephenWarnockOwn-JohnObiMikel-FrancisCoquelin
2003,36,Manchester City,Bolton Wanderers,W,YakubuPen.Scored-MichaelKightly-NickyShorey-AdlèneGuédioura-HarisVuckic-SamHutchinson-ChristopheBerra-ScottParker-RoryDelap-DannyMurphy-CameronJerome,MarouaneChamakh-GrahamDorrans-JasonLowe-JamieMackie-KieranRichardson-AlexandreSong-FitzHall-StéphaneSessegnon-GaryCahill-JonathanWaltersPen.Scored-Sandro
2003,36,Blackburn Rovers,Swansea City,D,SamRicketts-BrettEmerton-StevenTaylor-RioFerdinand-DannyMurphyPen.Scored-WayneHennessey-NathanBaker-GabrielAgbonlahor-DeanWhitehead-PeterLøvenkrands-PapissDembaCissé,ApostolosVellios-NicolasAnelka-HeidarHelgusonPen.Scored-JoshMcEachran-MatthewConnolly-PeterCrouch-ShaunMaloney-DannyRose-RaulMeireles-GlennWhelan-ElliottBennett
2003,36,Sunderland,Everton,L,AnthonyPilkington-ClintDempsey-WayneRoutledge-DimitarBerbatovPen.Scored-ClintHill-BradFriedel-MattUpson-GabrielTamas-EmmanuelFrimpong-AndyCarroll-KarlHenry,RogerJohnson-JamesMcArthur-RossTurnbull-Alex-RubénRochina-FlorentMalouda-JamesPerch-SebastianLarsson-TomCleverley-KevinDavies-JamesMorrison
2003,36,Tottenham Hotspur,Stoke City,W,FernandoTorres-LukeMoore-YohanCabaye-YoussoufMulumbu-SotiriosKyrgiakos-JamesMilner-LaurentKoscielny-ShaunDerry-RyanTaylor-CraigDawson-IvanKlasnic,AnthonyModeste-StephenWard-PavelPogrebnyak-BenAmos-BobbyZamora-SimonDavies-SamirNasri-ScottSinclairPen.Scored-LucasLeiva-StevenCaulker-ChrisBaird
2003,36,Wigan Athletic,Chelsea,W,Chamberlain-SambaDiakité-PaulScharner-JakeLivermore-BradleyOrr-DanielAgger-MichaelEssien-AntoineFortuné-RonaldZubar-GarethBale-AhmedElMohamady,DarronGibson-MarcTierney-AndreyArshavin-OriolRomeu-CraigBellamy-KieronDyer-Nani-JamesMcClean-ShaneDuffy-JayBothroyd-LeonBest
2003,37,Manchester United,Blackburn Rovers,D,SimonVukcevic-YossiBenayoun-AliAlHabsi-AaronLennon-DannyHigginbotham-AdamHammill-SteveGohouri-PhilJones-NathanDelfouneso-JordanHenderson-AlexOxlade,AntolínAlcaraz-AdelTaarabt-WayneHennessey-DannyMurphyPen.Scored-AndersLindegaard-RioFerdinand-EmmanuelAdebayor-ScottSinclair-MarcWilson-RafaelvanderVaart-JonnyEvans
2003,37,Manchester City,Sunderland,W,RitchiedeLaet-RoryDelap-JoeHart-MichaelKightly-RobertHuth-PatriceEvra-HarisVuckic-AdlèneGuédioura-AlanHutton-PetrCech-DannyMurphy,CharlieAdamOwn-ClintHill-DimitarBerbatovPen.Scored-ZatKnight-JermaineBeckford-MattUpson-EmmanuelFrimpong-CraigGordon-GabrielTamas-WayneRoutledge-EggertJónsson
2003,37,Liverpool,Tottenham Hotspur,L,EdinDzeko-TonyHibbertOwn-GonzaloJara-DavidPizarro-DavidFox-JonasOlsson-DimitarBerbatov-AlbertCrusat-MichaelTurner-RossBarkley-PaulRobinson,YohanCabaye-AshleyYoung-LaurentKoscielny-SotiriosKyrgiakos-LandonDonovan-FernandoTorres-KyleWalker-FrancoDiSanto-MarcAlbrighton-JamesMilner-DiniyarBilyaletdinov
2003,37,Norwich City,Wigan Athletic,W,PauloFerreira-BarryBannan-PaulScholes-DjibrilCissé-GarethMcAuley-JohnArneRiise-DanielSturridge-DavidStockdale-AshleyWilliams-AndrewCrofts-DavidJones,MagayeGueye-TimHoward-GarethBale-YayaTouré-RonaldZubar-NeilTaylorOwn-DorusdeVries-DanielAgger-AntoineFortuné-TimCahill-ShaunWright
2003,37,Newcastle United,Chelsea,L,Rafael-BranislavIvanovic-DannySimpson-StevenFletcher-PhilBardsley-GaryCaldwellOwn-ChrisBrunt-JeromeThomas-AdamJohnson-DembaBa-JoeRiley,DarronGibson-ZakWhitbread-OriolRomeu-CraigBellamy-MarcTierney-JayBothroyd-BenoitAssou-WilliamGallas-GaryCaldwell-MíchelSalgado-ShaneDuffy
2003,37,Fulham,Stoke City,L,GarethBarry-KoloTouré-LeroyLita-Coker-JamesMilnerPen.Scored-MarioBalotelli-MauroFormica-KerimFrei-DanielAggerOwn-DenisStracqualursi-GaryGardner,BenWatsonPen.Scored-BobbyZamora-JoséEnrique-ZdenekGrygera-PhilNeville-AnthonyModeste-PavelPogrebnyak-AaronRamsey-ScottSinclairPen.Scored-JaySpearing-ChrisBaird
2003,37,Wolverhampton Wanderers,Everton,D,RyanShawcross-StewartDowning-HatemBenArfa-NigeldeJong-ConnorWickham-LeightonBaines-DannyGrahamPen.Scored-DidierDrogba-MortenGamstPedersen-Yakubu-SergioAgüeroPen.Scored,JamesPerch-NigelReo-RogerJohnson-PhilippeSenderos-StevenGerrard-KeithAndrews-ThomasVermaelen-FlorentMalouda-JonathanWalters-BradGuzan-RossTurnbull
2003,37,Aston Villa,Swansea City,W,Gervinho-NathanDyer-RobinvanPersie-ZoltánGera-DarrenPratley-BacarySagna-GeorgeElokobi-RoystonDrenthe-MicahRichards-RichardDunne-HeidarHelguson,JoséBosingwa-HeidarHelgusonPen.Scored-ElliottBennett-ShaunMaloney-DarrenFletcher-BryanRuiz-MatthewConnolly-NicolasAnelka-DannyRose-Chicharito-Doni
2003,37,West Bromwich Albion,Bolton Wanderers,L,DavidN'Gog-TommySmith-DirkKuyt-LouisSaha-NikicaJelavicPen.Scored-JamieCarragher-AsamoahGyan-ChrisMartin-RadosavPetrovic-SylvanEbanks-DavidJuniorHoilett,MarouaneFellaini-LeonBritton-MohamedDiamé-Sandro-CheickTioté-MatthewJarvis-JermainDefoe-AlexandreSong-JohnTerry-NenadMilijas-MarouaneChamakh
2003,37,Queens Park Rangers,Arsenal,L,MatthewKilgallon-JohnO'Shea-BenWatson-LeonBarnett-AndréSantos-StephenHunt-LeeCattermole-MahamadouDiarra-GlenJohnson-KieranGibbs-HugoRodallega,JonFlanagan-JonnyHowson-SebastiánCoates-ChrisSmalling-PeterOdemwingie-StephenWarnockOwn-FrancisCoquelin-AndrewJohnson-SholaAmeobi-WayneRooneyPen.Scored-RonnieStam
2003,38,Stoke City,Manchester United,W,BenWatsonPen.Scored-JoséEnrique-SimonDavies-JaySpearing-LucasLeiva-SamirNasri-DavidEdwards-DannyGuthrie-StevenReidOwn-BenAmos-WayneBridge,VictorMoses-AliAlHabsi-NikicaJelavic-JordanHenderson-AlejandroFaurlin-MarcusOlsson-AlexOxlade-SimonVukcevic-DannyHigginbotham-AntonFerdinand-PhilJones
2003,38,Everton,Chelsea,L,KevinDavies-JordiGómez-StephenIreland-KeithAndrews-JoeAllen-JamesMorrison-ThomasVermaelen-RossTurnbull-AdamBogdan-NigelReo-TuncaySanli,AleksandarKolarov-WilliamGallas-ShaneDuffy-KieronDyer-MarcTierney-MíchelSalgado-BenoitAssou-GrantHoltPen.Scored-DarronGibson-ZakWhitbread-Phillips
2003,38,Swansea City,Wigan Athletic,L,CharlieAdam-NeilTaylor-GlennWhelan-BryanRuiz-JamesMcFadden-ElliottBennett-MatthewConnolly-GrétarSteinsson-JoséBosingwa-TimKrul-RaulMeireles,NeilTaylorOwn-JakeLivermore-YayaTouré-DorusdeVries-DanielAgger-SéamusColeman-SambaDiakité-GarethBale-ShaunWright-AhmedElMohamady-MagayeGueye
2003,38,Bolton Wanderers,Tottenham Hotspur,L,JohnTerry-GaëlGivet-MartinSkrtelOwn-MohamedDiamé-MarkDavies-JamieMackie-MarouaneFellaini-MatthewJarvis-StéphaneSessegnon-DavidSilva-AlexandreSong,DidierDrogbaPen.Scored-NicklasBendtner-FrancoDiSanto-MarcAlbrighton-DiniyarBilyaletdinov-AshleyYoung-AnthonyForde-KyleWalker-PeterCrouchOwn-StephenKelly-JohanDjourou
2003,38,Arsenal,Sunderland,W,JuanMata-StephenWarnockOwn-SteveMorison-DavidVaughan-ChrisSmalling-AndrewJohnson-SylvainMarveaux-JonnyHowson-JohnObiMikel-WayneRooneyPen.Scored-EmileHeskey,CharlieAdamOwn-EggertJónsson-ZatKnight-AnthonyPilkington-ClintHill-Sung-EmmanuelFrimpong-ChrisBairdOwn-AndyCarroll-MattUpson-BradFriedel
2003,38,Queens Park Rangers,Blackburn Rovers,W,HugoRodallega-VictorAnichebe-JoleonLescott-DJCampbell-StefanSavic-Piscu-GlenJohnson-KyleNaughton-BradleyJohnson-TheoWalcott-Ramires,SamRicketts-ScottSinclair-NathanBaker-AdelTaarabt-DavidGoodwillie-MikelArteta-AntolínAlcaraz-FrankLampard-DeanWhitehead-TonyHibbert-RomeluLukaku
2003,38,West Bromwich Albion,Manchester City,L,AndreaOrlandi-FabriceMuamba-DavidJuniorHoilett-TommySmith-DirkKuyt-MartinPetrovPen.Scored-RicardoFuller-WesHoolahan-NikicaJelavicPen.Scored-JamieCarragher-TomasRosicky,JonjoShelvey-DavideSanton-RyoMiyaichi-PetrCech-HarisVuckic-AlanHutton-PatriceEvra-KenwyneJones-ScottParker-MartinPetrov-SamHutchinson
2003,38,Aston Villa,Liverpool,W,DannyWelbeck-GrantHanley-FabianDelph-RoystonDrenthe-GeorgeElokobi-PerMertesacker-BacarySagna-ThomasVermaelenOwn-StephenWarnock-AndrewSurman-NathanDyer,RossBarkley-TonyHibbertOwn-MichaelTurner-EdinDzeko-DannyGraham-MaynorFigueroa-JonasOlsson-StiliyanPetrov-GonzaloJara-DannyGabbidon-DavidPizarro
2003,38,Wolverhampton Wanderers,Norwich City,L,CarlosCuellar-SomenTchoyi-FrankLampardPen.Scored-RyanShawcross-DannyGrahamPen.Scored-LeightonBaines-AaronWilbraham-NigeldeJong-StewartDowning-RyanBertrand-DicksonEtuhu,AdamDrury-CarlJenkinson-MaxiRodríguez-DjibrilCissé-LuisSuárez-DannyGrahamOwn-NemanjaVidic-PauloFerreira-ChrisEagles-DanielSturridge-DavidWheater
2003,38,Fulham,Newcastle United,L,JonathanWoodgate-Ekotto-MauroFormica-LeroyLita-GabrielObertan-BredeHangeland-EricLichaj-StevenReid-RadekCerny-KoloTouré-Coker,MichaelCarrick-JazzRichards-BranislavIvanovic-GaryCaldwellOwn-Rafael-NedumOnuoha-SalomonKalou-Fabio-StevenFletcher-DarrenBentPen.Scored-JoeyBarton
2004,1,Fulham,Tottenham Hotspur,L,PhilJones-PatrickvanAanholt-GaryCaldwellOwn-EggertJónsson-JermaineJenas-StevenGerrard-MarioBalotelli-JamesMcArthur-DannyGrahamPen.Scored-LukeYoung-ParkJi,EmmanuelAdebayor-TimReam-TimKrul-KyleNaughton-MousaDembélé-TitusBramble-RonaldZubar-CameronJerome-AntolínAlcaraz-JonasOlsson-StevenReid
2004,1,Liverpool,Wigan Athletic,L,RoystonDrenthe-ElliottWard-LukeMoore-MarcusOlsson-TayeTaiwo-BradleyOrr-NathanDyer-DirkKuyt-MahamadouDiarra-PapissDembaCissé-LedleyKing,PerMertesacker-RomeluLukaku-DarrenPratley-ChristopheBerra-WesHoolahan-PeterLøvenkrands-BobbyZamoraPen.Scored-Ramires-Yakubu-HugoRodallega-PaulScholes
2004,1,Queens Park Rangers,Stoke City,L,MatthewConnolly-MaxiRodríguez-AnthonyForde-MikelArteta-PeterOdemwingie-ChrisMartin-GlenJohnson-SimeonJackson-HatemBenArfa-BobbyZamora-AndreyArshavin,SimonLappin-PepeReina-StephenKelly-AdlèneGuédioura-MarouaneChamakh-GaëlGivet-ChrisHerd-AndrewCrofts-AaronHughes-NikicaJelavic-DavidGoodwillie
2004,1,Bolton Wanderers,Wolverhampton Wanderers,D,DarronGibson-AntonFerdinand-PaulRobinson-TheoWalcott-DeclanRudd-NicolasAnelka-Coker-AdamHammill-BillyJones-NikoKranjcar-DarrenBentPen.Scored,OriolRomeu-ScottDann-Nani-DjibrilCissé-JasonRoberts-Sung-EmmersonBoyce-JoeyBarton-PabloZabaleta-AnthonyPilkington-JoséBosingwa
2004,1,Sunderland,Norwich City,D,VincentKompany-CiaranClark-RaulMeireles-Gervinho-KevinDoyleOwn-BredeHangeland-JussiJääskeläinen-LouisSaha-FlorentMalouda-MartinSkrtel-KemyAgustien,ShaunWright-AaronLennon-AshleyCole-MohamedDiamé-LaurentKoscielny-Fabio-GrantHanley-GeorgeElokobi-KieranRichardson-ZakWhitbread-NicklasBendtner
2004,1,Chelsea,Everton,D,AndrewSurman-TimCahill-LeonBarnett-TuncaySanli-DanielAyala-SholaAmeobi-JodyCraddock-BenWatsonPen.Scored-JamesMcClean-MichelVorm-JakeLivermore,ConorSammon-JayBothroyd-GarethBarry-DedryckBoyata-DannyGuthrie-JamieO'Hara-SalomonKalou-RyanBennett-ApostolosVellios-JohnArneRiise-CharlesN'Zogbia
2004,1,West Bromwich Albion,Manchester City,W,StephenHuntPen.Scored-LuisAntonioValencia-DannyMurphyPen.Scored-DavidEdwards-JoséEnrique-AlexandreSong-MarkSchwarzer-AndrewJohnson-MartinOlsson-JonásGutiérrez-ChristopherSamba,AaronRamsey-YossiBenayoun-Alex-MarkGower-DJCampbell-AaronWilbraham-NeilTaylorOwn-DannyMurphy-DaviddeGea-AndreasWeimann-StephenWard
2004,1,Newcastle United,Swansea City,W,RyanShawcross-EmmanuelFrimpong-JasonLowe-RitchiedeLaet-DannyGraham-LuisSuárez-JaySpearing-DavidDunn-LukaModric-StephenHunt-FabricioColoccini,JamesMilnerPen.Scored-KyleWalker-LucasLeiva-JohnObiMikel-LandonDonovan-JoeRiley-HenriqueHilário-JermainePennant-RyanBertrand-TonyHibbertOwn-MarcosAlonso
2004,1,Aston Villa,Arsenal,L,JackRodwell-BacarySagna-Anderson-PhilBardsley-DavidPizarro-ElliottBennett-AdamBogdan-NathanDelfouneso-DicksonEtuhu-JamieCarragher-DanielAgger,ThomasSørensen-Blake-KieranGibbs-DimitarBerbatovPen.Scored-YohanCabaye-DavideSanton-MatthewJarvis-MarkDavies-MichaelKightly-LeightonBainesPen.Scored-MarioBalotelliPen.Scored
2004,1,Manchester United,Blackburn Rovers,D,DannyWelbeck-StephenIreland-StefanSavic-DannyRose-DamienDuff-JamieMackie-DarrenBent-PauloFerreira-DavidN'Gog-JohnTerry-MarcTierney,BenoitAssou-LeeCattermole-JohnRuddy-MaynorFigueroa-SimonDavies-BradGuzan-RafaelvanderVaart-AlejandroFaurlin-MichaelDawson-BradleyJohnson-ShaunMaloney
2004,2,Wigan Athletic,Fulham,D,KevinFoley-YounesKaboul-PeterLøvenkrands-PaulScholes-FrankLampardPen.Scored-RomeluLukaku-JamesMcFadden-Ramires-DarrenPratley-BobbyZamoraPen.Scored-WesHoolahan,NikicaJelavicPen.Scored-LukeYoung-PeterCrouch-DannyGrahamPen.Scored-LeonOsman-JermaineJenas-ParkJi-StevenGerrard-PhilJones-NigeldeJong-JackColback
2004,2,Stoke City,Tottenham Hotspur,L,KevinDavies-AnthonyModeste-NikicaJelavic-TomasRosicky-RicardoFuller-ScottParker-GaëlGivet-StephenKelly-ChrisHerd-JamesPerch-MagayeGueye,ThomasVermaelen-MartinSkrtelOwn-CameronJerome-ÁkosBuzsáky-EmmanuelAdebayor-CraigDawson-JermainDefoe-SamRicketts-CharlieAdam-JonasOlsson-TimReam
2004,2,Wolverhampton Wanderers,Liverpool,L,PabloZabaleta-JohnHeitinga-RyanTaylor-StevenCaulker-GrantHoltPen.Scored-DjibrilCissé-RubénRochina-WojciechSzczesny-JasonRoberts-TomCleverley-EmmersonBoyce,RoystonDrenthe-Rafael-TayeTaiwo-PapissDembaCissé-JordiGómez-DavidDavis-JermaineBeckford-SotiriosKyrgiakos-ChrisSmalling-LedleyKing-DannyHigginbotham
2004,2,Norwich City,Queens Park Rangers,W,Fabio-AshleyCole-MattUpson-NathanBaker-Ekotto-GabrielAgbonlahor-WayneRooney-GeorgeElokobi-GarethMcAuley-ShaunWright-GrantHanley,MaxiRodríguez-GaryGardner-NedumOnuoha-HarisVuckic-GonzaloJara-AndyWilkinson-FrancisCoquelin-GlenJohnson-AndreyArshavin-SimeonJackson-SomenTchoyi
2004,2,Everton,Bolton Wanderers,L,StephenDobbie-AhmedElMohamady-FabriceMuamba-GarethBarry-ConorSammon-AndréSantos-JayBothroyd-JonathanWoodgate-KieronDyer-CharlesN'Zogbia-DarrenFletcher,BillyJones-AntoineFortuné-SebastianLarsson-RogerJohnson-CarlJenkinson-StewartDowning-DarronGibson-DarrenBentPen.Scored-Coker-RyoMiyaichi-NikoKranjcar
2004,2,Manchester City,Sunderland,L,AndreasWeimann-StephenWard-StephenWarnockOwn-SamHutchinson-RobbieKeane-Phillips-BradFriedel-YossiBenayoun-DavidJuniorHoilett-AaronWilbraham-GarethBale,DannyGabbidonOwn-KemyAgustien-MartinSkrtel-FabianDelph-MarkBunn-Gervinho-RussellMartin-RichardDunne-KevinDoyleOwn-RaulMeireles-LouisSaha
2004,2,Swansea City,Chelsea,L,GaryCahill-JohnObiMikel-TonyHibbertOwn-JoeRiley-RonnieStam-AaronRamseyOwn-JermainePennant-SteveSidwell-MarcosAlonso-ChrisBairdOwn-LandonDonovan,MichelVorm-MatthewEtherington-Chamberlain-FitzHall-SamirNasri-JakeLivermore-KenwyneJones-NickyShorey-AshleyYoung-MartinPetrovPen.Scored-MikeWilliamson
2004,2,Arsenal,West Bromwich Albion,L,LeightonBaines-MichaelKightly-ZdenekGrygera-KieranGibbs-NemanjaVidic-Blake-MatthewJarvis-WayneHennessey-KeithAndrews-JamesMcCarthy-ConnorWickham,LuisAntonioValencia-MarkSchwarzer-DavidEdwards-GylfiSigurdsson-ShaneLong-JohanDjourou-JoleonLescott-StéphaneSessegnon-JonásGutiérrez-AndyCarroll-Sandro
2004,2,Blackburn Rovers,Newcastle United,L,LeonBritton-BenoitAssou-DeanWhitehead-JoeAllen-StiliyanPetrov-BradGuzan-SimonVukcevic-JohnRuddy-RoryDelap-StephenWarnock-DavidWheater,Piscu-LuisSuárez-MíchelSalgado-TommySmith-JaySpearing-AsmirBegovic-RyanShawcross-SéamusColeman-ChrisBrunt-EmmanuelFrimpong-FábioAurélio
2004,2,Manchester United,Aston Villa,W,PauloFerreira-JohnTerry-VictorAnichebe-YayaTouré-StefanSavic-JamesCollins-ClintHill-DarrenBent-LeroyLita-DavidLuiz-JamieMackie,ScottDannOwn-PhilBardsley-JamieCarragher-DavidPizarro-JonathanWalters-AdamBogdan-Anderson-JackRodwell-DanielAgger-RobertHuth-JoeHart
2004,3,Fulham,Stoke City,L,LukeYoung-MarioBalotelli-NigeldeJong-JermaineJenas-RobinvanPersie-YakubuPen.Scored-EggertJónsson-ParkJi-PhilJones-DannyGrahamPen.Scored-ShaneDuffy,JoshMcEachran-NikicaJelavic-ChrisHerd-StephenKelly-SimonLappin-AndrewCrofts-SteveGohouri-KevinDavies-JamesPerch-DavidGoodwillie-MarouaneChamakh
2004,3,Wigan Athletic,Wolverhampton Wanderers,W,FrankLampardPen.Scored-RomeluLukaku-PaulScholes-PeterLøvenkrands-BobbyZamoraPen.Scored-PerMertesacker-RossTurnbull-Yakubu-AshleyWilliams-JonjoShelvey-KarlHenry,WojciechSzczesny-JasonRoberts-JoséBosingwa-StevenCaulker-PabloZabaleta-TomCleverley-Nani-GrantHoltPen.Scored-CarlosTevez-AlbertCrusat-RadosavPetrovic
2004,3,Tottenham Hotspur,Norwich City,W,JonnyEvans-JermainDefoe-StevenReid-CraigDawson-RonaldZubar-JonasOlsson-SebastiánCoates-CameronJerome-EmmanuelAdebayor-ChrisBaird-JuanMata,JazzRichards-GrantHanley-IvanKlasnic-AaronLennon-LaurentKoscielny-KieranRichardson-CraigGardner-GeorgeElokobi-Fabio-ShaunWright-MichaelCarrick
2004,3,Liverpool,Everton,D,TayeTaiwo-ElliottWard-DavidVaughan-RoystonDrenthe-MahamadouDiarra-LiamRidgewell-MarcusOlsson-ChrisSmalling-DirkKuyt-BradleyOrr-DavidDavis,CraigGordon-StephenDobbie-ConorSammon-KieronDyer-ShaunDerry-JamieO'Hara-DedryckBoyata-RyanBennett-DenisStracqualursi-JayBothroyd-GarethBarry
2004,3,Queens Park Rangers,Manchester City,D,BobbyZamora-HatemBenArfa-MatthewConnolly-BenWatson-SimeonJackson-FrancisCoquelin-WayneBridge-ChrisMartin-GaryGardner-MikelArteta-SomenTchoyi,BryanRuiz-YossiBenayoun-GabrielTamas-DaviddeGea-DJCampbell-RobbieKeane-GarethBale-BradFriedel-Alex-MartonFülöp-StephenWarnockOwn
2004,3,Bolton Wanderers,Swansea City,L,JonnyHowson-MarcAlbrighton-ScottSinclair-StewartDowning-EricLichaj-CarlJenkinson-Coker-DimitarBerbatov-PaulRobinson-BillyJones-TonyHibbert,LandonDonovan-ArmandTraore-JermainePennant-GlennWhelan-LucasLeiva-KyleWalker-MarcosAlonso-JohnObiMikel-HenriqueHilário-RonnieStam-LeonBest
2004,3,Sunderland,Arsenal,D,BredeHangeland-LouisSaha-NeilTaylor-DannyGabbidonOwn-RaulMeireles-GrantHolt-KevinDoyleOwn-MicahRichards-CiaranClark-JussiJääskeläinen-FabianDelph,ConnorWickham-PavelPogrebnyak-PetrCech-NemanjaVidic-DavideSanton-LeightonBaines-Blake-ZoltánGera-DimitarBerbatovPen.Scored-MatthewJarvis-GabrielObertan
2004,3,Chelsea,Blackburn Rovers,L,TimCahill-SholaAmeobi-JodyCraddock-BarryBannan-MikeWilliamson-MatthewEtherington-AshleyYoung-MichelVorm-DanielAyala-BenWatsonPen.Scored-NickyShorey,PaddyKenny-StiliyanPetrov-DavidWheater-MichaelDawson-ZatKnight-ShaunMaloney-SimonDavies-BradleyJohnson-DavidStockdale-JoeAllen-PaulScharner
2004,3,West Bromwich Albion,Manchester United,L,JohnO'Shea-GylfiSigurdsson-BranislavIvanovic-MarkSchwarzer-Sandro-HeidarHelguson-MartinOlsson-DannyGabbidon-JonásGutiérrez-StephenHuntPen.Scored-ShaneLong,AlexOxlade-DarrenBent-SimonCox-JamieMackie-DannyRose-JamesCollins-DembaBa-StephenIreland-EdinDzeko-YayaTouré-MarcTierney
2004,3,Newcastle United,Aston Villa,W,BenAmos-MíchelSalgado-StephenHunt-TommySmith-RyanShawcross-FabricioColoccini-FábioAurélio-LuisSuárez-RitchiedeLaet-AsmirBegovic-SergioAgüero,DorusdeVries-AdamBogdan-RobertHuth-RichardStearman-ChicharitoPen.Scored-DanielAgger-ElliottBennett-JoeHart-AdelTaarabt-JackRodwell-FrankLampard
2004,4,Wolverhampton Wanderers,Fulham,L,WilliamGallas-JoeyBarton-DavidJones-RubénRochina-PabloZabaleta-JasonRoberts-StevenCaulker-GrantHoltPen.Scored-JohnHeitinga-EmmersonBoyce-RadosavPetrovic,ShaneDuffy-MauroFormica-NigeldeJong-JackColback-MichaelTurner-RobinvanPersie-PeterCrouch-JermaineJenas-YakubuPen.Scored-GaryCaldwellOwn-EggertJónsson
2004,4,Norwich City,Stoke City,W,JeanBeausejour-JazzRichards-WayneRooney-DiniyarBilyaletdinov-CraigGardner-GabrielAgbonlahor-MortenGamstPedersen-DanielSturridge-KerimFrei-KieranRichardson-ZakWhitbread,JoshMcEachran-DavidGoodwillie-GaëlGivet-SteveGohouri-RicardoFuller-AndrewCrofts-AnthonyModeste-MagayeGueye-ChrisHerd-ShayGiven-AdlèneGuédioura
2004,4,Everton,Wigan Athletic,D,JamesMilner-JamieO'Hara-CharlesN'Zogbia-SalomonKalou-ClintDempsey-AndréSantos-KieronDyer-StephenDobbie-ShaunDerry-ApostolosVellios-FabriceMuamba,HugoRodallega-KarlHenry-WayneRoutledge-DarrenPratley-Doni-WayneRooneyPen.Scored-ChristopheBerra-RossTurnbull-JamesMcFadden-StevenNzonzi-AshleyWilliams
2004,4,Manchester City,Tottenham Hotspur,L,StevenTaylor-DannyMurphy-GabrielTamas-AaronWilbraham-Alex-MarkGower-StephenWard-BradFriedel-DavidJuniorHoilett-SteveMorison-DaviddeGea,KyleNaughton-EmmanuelAdebayor-SebastiánCoates-GarryMonk-JuanMata-TimReam-SamRicketts-TimKrul-CharlieAdam-RadekCerny-CameronJerome
2004,4,Swansea City,Liverpool,D,FraizerCampbell-WilsonPalacios-LandonDonovan-DanielAggerOwn-RicardoGardner-JamesMilnerPen.Scored-ArmandTraore-KyleWalker-HenriqueHilário-AaronRamseyOwn-GaryCahill,ChrisSmalling-JordiGómez-LedleyKing-ElliottWard-Rafael-BradleyOrr-GaryCaldwell-AngelRangel-DannyHigginbotham-DavidDavis-MahamadouDiarra
2004,4,Arsenal,Queens Park Rangers,L,ConnorWickham-Blake-MarioBalotelliPen.Scored-NemanjaVidic-KieranGibbs-MarkDavies-MatthewJarvis-PavelPogrebnyak-ZdenekGrygera-KeithAndrews-DimitarBerbatovPen.Scored,HatemBenArfa-PeterOdemwingie-MaxiRodríguez-GlenJohnson-FrancoDiSanto-MatthewConnolly-FrancisCoquelin-HarisVuckic-MikelArteta-AndyWilkinson-ChrisMartin
2004,4,Blackburn Rovers,Bolton Wanderers,W,DeanWhitehead-DavidWheater-AlejandroFaurlin-BradGuzan-SimonDavies-BradleyJohnson-StephenWarnock-PaddyKenny-JoeAllen-StiliyanPetrov-RafaelvanderVaart,AntonFerdinand-NicolasAnelka-TonyHibbert-TheoWalcott-DimitarBerbatov-Coker-JonathanWaltersPen.Scored-StewartDowning-JonnyHowson-NenadMilijas-CarlJenkinson
2004,4,Manchester United,Sunderland,L,AlexOxlade-JamesCollins-ClintHill-DavidN'Gog-JamieMackie-VedranCorluka-JohnTerry-VictorAnichebe-SimonCox-Marc-MarcTierney,CiaranClark-BredeHangeland-Gervinho-JussiJääskeläinen-NeilTaylor-KevinDoyleOwn-RichardDunne-SylvainDistin-DannyGabbidonOwn-AdamJohnson-LouisSaha
2004,4,Aston Villa,Chelsea,L,Anderson-NathanDelfouneso-YoussoufMulumbu-ChicharitoPen.Scored-AdelTaarabt-JonathanWalters-DavidPizarro-AdamBogdan-SebastienBassong-AsamoahGyan-RichardStearman,DannyGrahamOwn-LeonBarnett-AndrewSurman-JodyCraddock-NickyShorey-SholaAmeobi-MichelVorm-JamesMcClean-Chamberlain-MatthewKilgallon-KeirenWestwood
2004,4,Newcastle United,West Bromwich Albion,W,FabricioColoccini-SéamusColeman-SergioAgüero-MartinPetrov-StephenHunt-EmmanuelFrimpong-AsmirBegovic-RitchiedeLaet-LuisSuárez-Piscu-MíchelSalgado,MartinOlsson-DavidEdwards-ChristopherSamba-HeidarHelguson-MarkSchwarzer-JohnO'Shea-AliAlHabsi-LuisAntonioValencia-JoséEnrique-DannyMurphyPen.Scored-JonásGutiérrez
